Trimmed Stress,Trimmed Strain
1.6017606293999999e-12,-6.815842336371989e-18
201.038184787,1.1994016802572443e-05
223.14276631400003,0.0001034399125505992
231.566040917,0.00026222119577539913
235.733637121,0.00044191417967466107
238.475660215,0.0006285715812321849
240.61694814900002,0.0008181575435037731
242.378299655,0.001009600750039823
243.84164104,0.00120246726782847
245.085336241,0.0013963664048225197
246.183224506,0.0015909309438775856
247.16784777700002,0.0017859963378222968
255.856265758,0.004304579330435274
262.491163606,0.006826967863978275
268.6253742,0.009345688516530278
274.49999333200003,0.011859426419215405
280.183318721,0.014367798571179008
285.700379875,0.016870648975081948
291.062346278,0.019367944195423186
296.282817873,0.021859647584266246
301.372568139,0.024345736356198105
306.339014208,0.026826191780797416
311.186839814,0.02930099574325005
315.920309455,0.03177013295278292
320.543996763,0.03423359180399001
325.061986362,0.03669136252450149
329.478138405,0.03914344596652079
333.79520126299997,0.04158984595612731
338.015572943,0.04403055575077596
342.14297901,0.04646559778937162
346.18161178400004,0.048895010692374376
350.13551674900003,0.05131883699166367
354.008595054,0.05373711189629595
357.805208418,0.056149843982601505
361.52933554599997,0.05855703550311899
365.184149638,0.060958692021287376
368.77180285300005,0.06335482010089866
372.293311431,0.06574543044042908
375.749620918,0.06813054292087324
379.141605884,0.07051018900994425
382.470015242,0.07288440378725325
385.73584928,0.07525322294145569
